date,cases_daily,deaths_daily,cases_ma7,deaths_ma7,cCFR,mCFR,BrtaCFR_mean_raw,BrtaCFR_lower_raw,BrtaCFR_upper_raw,BrtaCFR_mean_smooth,BrtaCFR_lower_smooth,BrtaCFR_upper_smooth
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.00667290991952428,0.0014916363053755664,0.02009239158328677,-0.005114825696937032,-0.002539641779649424,-0.008087576079936527
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.006026863520200099,0.0023207601017767223,0.012981083459682418,-0.0040583925892608745,-0.0020739346611085116,-0.006085305299437274
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.005964559615213877,0.0024488685322599318,0.012303017797547808,-0.0029644223116468025,-0.0015919192184438355,-0.004010479173616072
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.006197493028919453,0.0024192696487277954,0.012553768743088405,-0.0018340216602304525,-0.0010940413635763327,-0.0018653926695819194
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.006348120795875968,0.0027663907196974575,0.013141924554656455,-0.0006684445713269053,-0.0005808133403819917,0.00034738553432216444
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.006456941742668364,0.0027293334291530434,0.014048381353993424,0.000530907076935357,-5.2814181906666745e-05,0.0026250121525427748
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0065904133201982,0.002744567043576066,0.013280515178810251,0.0017624834477655287,0.0004893101886700901,0.004964369865893385
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.00651457656081623,0.0029572579152628573,0.01303043270584508,0.0030245875608137796,0.0010448472354748573,0.007362069447614376
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.006605591419180465,0.002785520513916236,0.012673997323440449,0.004315376982347856,0.001613018486098385,0.009814453517046658
2020-01-25,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.00680653988882311,0.0027236563650509635,0.013506099133080894,0.005632866428815614,0.0021929806245911104,0.012317601986891278
